slug_title,paid_only,frontend_id,title_en,difficulty,title_zh,id
palindrome-pairs,False,336,Palindrome Pairs,3,回文对,336
self-crossing,False,335,Self Crossing,3,路径交叉,335
increasing-triplet-subsequence,False,334,Increasing Triplet Subsequence,2,递增的三元子序列,334
reconstruct-itinerary,False,332,Reconstruct Itinerary,2,,332
verify-preorder-serialization-of-a-binary-tree,False,331,Verify Preorder Serialization of a Binary Tree,2,验证二叉树的前序序列化,331
patching-array,False,330,Patching Array,3,按要求补齐数组,330
longest-increasing-path-in-a-matrix,False,329,Longest Increasing Path in a Matrix,3,矩阵中的最长递增路径,329
odd-even-linked-list,False,328,Odd Even Linked List,2,奇偶链表,328
count-of-range-sum,False,327,Count of Range Sum,3,区间和的个数,327
power-of-three,False,326,Power of Three,1,3的幂,326
wiggle-sort-ii,False,324,Wiggle Sort II,2,摆动排序 II,324
coin-change,False,322,Coin Change,2,零钱兑换,322
create-maximum-number,False,321,Create Maximum Number,3,拼接最大数,321
bulb-switcher,False,319,Bulb Switcher,2,灯泡开关,319
maximum-product-of-word-lengths,False,318,Maximum Product of Word Lengths,2,最大单词长度乘积,318
remove-duplicate-letters,False,316,Remove Duplicate Letters,3,去除重复字母,316
count-of-smaller-numbers-after-self,False,315,Count of Smaller Numbers After Self,3,计算右侧小于当前元素的个数,315
super-ugly-number,False,313,Super Ugly Number,2,超级丑数,313
burst-balloons,False,312,Burst Balloons,3,戳气球,312
minimum-height-trees,False,310,Minimum Height Trees,2,最小高度树,310
best-time-to-buy-and-sell-stock-with-cooldown,False,309,Best Time to Buy and Sell Stock with Cooldown,2,最佳买卖股票时机含冷冻期,309
range-sum-query-mutable,False,307,Range Sum Query - Mutable,2,区域和检索 - 数组可修改,307
additive-number,False,306,Additive Number,2,累加数,306
range-sum-query-2d-immutable,False,304,Range Sum Query 2D - Immutable,2,二维区域和检索 - 矩阵不可变,304
range-sum-query-immutable,False,303,Range Sum Query - Immutable,1,区域和检索 - 数组不可变,303
remove-invalid-parentheses,False,301,Remove Invalid Parentheses,3,删除无效的括号,301
longest-increasing-subsequence,False,300,Longest Increasing Subsequence,2,最长上升子序列,300
bulls-and-cows,False,299,Bulls and Cows,2,猜数字游戏,299
serialize-and-deserialize-binary-tree,False,297,Serialize and Deserialize Binary Tree,3,二叉树的序列化与反序列化,297
find-median-from-data-stream,False,295,Find Median from Data Stream,3,数据流的中位数,295
nim-game,False,292,Nim Game,1,Nim游戏,292
word-pattern,False,290,Word Pattern,1,单词模式,290
game-of-life,False,289,Game of Life,2,生命游戏,289
find-the-duplicate-number,False,287,Find the Duplicate Number,2,寻找重复数,287
peeking-iterator,False,284,Peeking Iterator,2,顶端迭代器,284
move-zeroes,False,283,Move Zeroes,1,移动零,283
expression-add-operators,False,282,Expression Add Operators,3,给表达式添加运算符,282
perfect-squares,False,279,Perfect Squares,2,完全平方数,279
first-bad-version,False,278,First Bad Version,1,第一个错误的版本,278
h-index-ii,False,275,H-Index II,2,H指数 II,275
h-index,False,274,H-Index,2,H指数,274
integer-to-english-words,False,273,Integer to English Words,3,整数转换英文表示,273
missing-number,False,268,Missing Number,1,缺失数字,268
ugly-number-ii,False,264,Ugly Number II,2,丑数 II,264
ugly-number,False,263,Ugly Number,1,丑数,263
trips-and-users,False,262,Trips and Users,3,行程和用户,262
single-number-iii,False,260,Single Number III,2,只出现一次的数字 III,260
add-digits,False,258,Add Digits,1,各位相加,258
binary-tree-paths,False,257,Binary Tree Paths,1,二叉树的所有路径,257
valid-anagram,False,242,Valid Anagram,1,有效的字母异位词,242
different-ways-to-add-parentheses,False,241,Different Ways to Add Parentheses,2,为运算表达式设计优先级,241
search-a-2d-matrix-ii,False,240,Search a 2D Matrix II,2,搜索二维矩阵 II,240
sliding-window-maximum,False,239,Sliding Window Maximum,3,滑动窗口最大值,239
product-of-array-except-self,False,238,Product of Array Except Self,2,除自身以外数组的乘积,238
delete-node-in-a-linked-list,False,237,Delete Node in a Linked List,1,删除链表中的节点,237
lowest-common-ancestor-of-a-binary-tree,False,236,Lowest Common Ancestor of a Binary Tree,2,二叉树的最近公共祖先,236
lowest-common-ancestor-of-a-binary-search-tree,False,235,Lowest Common Ancestor of a Binary Search Tree,1,二叉搜索树的最近公共祖先,235
palindrome-linked-list,False,234,Palindrome Linked List,1,回文链表,234
number-of-digit-one,False,233,Number of Digit One,3,数字1的个数,233
implement-queue-using-stacks,False,232,Implement Queue using Stacks,1,用栈实现队列,232
power-of-two,False,231,Power of Two,1,2的幂,231
kth-smallest-element-in-a-bst,False,230,Kth Smallest Element in a BST,2,二叉搜索树中第K小的元素,230
majority-element-ii,False,229,Majority Element II,2,求众数 II,229
summary-ranges,False,228,Summary Ranges,2,汇总区间,228
basic-calculator-ii,False,227,Basic Calculator II,2,基本计算器 II,227
invert-binary-tree,False,226,Invert Binary Tree,1,翻转二叉树,226
implement-stack-using-queues,False,225,Implement Stack using Queues,1,用队列实现栈,225
basic-calculator,False,224,Basic Calculator,3,基本计算器,224
rectangle-area,False,223,Rectangle Area,2,矩形面积,223
count-complete-tree-nodes,False,222,Count Complete Tree Nodes,2,完全二叉树的节点个数,222
maximal-square,False,221,Maximal Square,2,最大正方形,221
contains-duplicate-iii,False,220,Contains Duplicate III,2,存在重复元素 III,220
contains-duplicate-ii,False,219,Contains Duplicate II,1,存在重复元素 II,219
the-skyline-problem,False,218,The Skyline Problem,3,天际线问题,218
contains-duplicate,False,217,Contains Duplicate,1,存在重复元素,217
combination-sum-iii,False,216,Combination Sum III,2,组合总和 III,216
kth-largest-element-in-an-array,False,215,Kth Largest Element in an Array,2,数组中的第K个最大元素,215
shortest-palindrome,False,214,Shortest Palindrome,3,最短回文串,214
house-robber-ii,False,213,House Robber II,2,打家劫舍 II,213
word-search-ii,False,212,Word Search II,3,单词搜索 II,212
add-and-search-word-data-structure-design,False,211,Add and Search Word - Data structure design,2,添加与搜索单词 - 数据结构设计,211
course-schedule-ii,False,210,Course Schedule II,2,课程表 II,210
minimum-size-subarray-sum,False,209,Minimum Size Subarray Sum,2,长度最小的子数组,209
implement-trie-prefix-tree,False,208,Implement Trie (Prefix Tree),2,实现 Trie (前缀树),208
course-schedule,False,207,Course Schedule,2,课程表,207
reverse-linked-list,False,206,Reverse Linked List,1,反转链表,206
isomorphic-strings,False,205,Isomorphic Strings,1,同构字符串,205
count-primes,False,204,Count Primes,1,计数质数,204
remove-linked-list-elements,False,203,Remove Linked List Elements,1,删除链表中的节点,203
happy-number,False,202,Happy Number,1,快乐数,202
bitwise-and-of-numbers-range,False,201,Bitwise AND of Numbers Range,2,数字范围按位与,201
number-of-islands,False,200,Number of Islands,2,岛屿的个数,200
binary-tree-right-side-view,False,199,Binary Tree Right Side View,2,二叉树的右视图,199
house-robber,False,198,House Robber,1,打家劫舍,198
rising-temperature,False,197,Rising Temperature,1,上升的温度,197
delete-duplicate-emails,False,196,Delete Duplicate Emails,1,删除重复的电子邮箱,196
tenth-line,False,195,Tenth Line,1,第十行,195
transpose-file,False,194,Transpose File,2,转置文件,194
valid-phone-numbers,False,193,Valid Phone Numbers,1,有效电话号码,193
word-frequency,False,192,Word Frequency,2,统计词频,192
number-of-1-bits,False,191,Number of 1 Bits,1,位1的个数,191
reverse-bits,False,190,Reverse Bits,1,颠倒二进制位,190
rotate-array,False,189,Rotate Array,1,旋转数组,189
best-time-to-buy-and-sell-stock-iv,False,188,Best Time to Buy and Sell Stock IV,3,买卖股票的最佳时机 IV,188
repeated-dna-sequences,False,187,Repeated DNA Sequences,2,重复的DNA序列,187
department-top-three-salaries,False,185,Department Top Three Salaries,3,部门工资前三高的员工,185
department-highest-salary,False,184,Department Highest Salary,2,部门工资最高的员工,184
customers-who-never-order,False,183,Customers Who Never Order,1,从不订购的客户,183
duplicate-emails,False,182,Duplicate Emails,1,查找重复的电子邮箱,182
employees-earning-more-than-their-managers,False,181,Employees Earning More Than Their Managers,1,超过经理收入的员工,181
consecutive-numbers,False,180,Consecutive Numbers,2,连续出现的数字,180
largest-number,False,179,Largest Number,2,最大数,179
rank-scores,False,178,Rank Scores,2,分数排名,178
nth-highest-salary,False,177,Nth Highest Salary,2,第N高的薪水,177
second-highest-salary,False,176,Second Highest Salary,1,第二高的薪水,176
combine-two-tables,False,175,Combine Two Tables,1,组合两个表,175
dungeon-game,False,174,Dungeon Game,3,地下城游戏,174
binary-search-tree-iterator,False,173,Binary Search Tree Iterator,2,二叉搜索树迭代器,173
factorial-trailing-zeroes,False,172,Factorial Trailing Zeroes,1,阶乘后的零,172
excel-sheet-column-number,False,171,Excel Sheet Column Number,1,Excel表列序号,171
majority-element,False,169,Majority Element,1,求众数,169
excel-sheet-column-title,False,168,Excel Sheet Column Title,1,Excel表列名称,168
two-sum-ii-input-array-is-sorted,False,167,Two Sum II - Input array is sorted,1,两数之和 II - 输入有序数组,167
fraction-to-recurring-decimal,False,166,Fraction to Recurring Decimal,2,分数到小数,166
compare-version-numbers,False,165,Compare Version Numbers,2,比较版本号,165
maximum-gap,False,164,Maximum Gap,3,最大间距,164
find-peak-element,False,162,Find Peak Element,2,寻找峰值,162
intersection-of-two-linked-lists,False,160,Intersection of Two Linked Lists,1,相交链表,160
min-stack,False,155,Min Stack,1,最小栈,155
find-minimum-in-rotated-sorted-array-ii,False,154,Find Minimum in Rotated Sorted Array II,3,寻找旋转排序数组中的最小值 II,154
find-minimum-in-rotated-sorted-array,False,153,Find Minimum in Rotated Sorted Array,2,寻找旋转排序数组中的最小值,153
maximum-product-subarray,False,152,Maximum Product Subarray,2,乘积最大子序列,152
reverse-words-in-a-string,False,151,Reverse Words in a String,2,翻转字符串里的单词,151
evaluate-reverse-polish-notation,False,150,Evaluate Reverse Polish Notation,2,逆波兰表达式求值,150
max-points-on-a-line,False,149,Max Points on a Line,3,直线上最多的点数,149
sort-list,False,148,Sort List,2,排序链表,148
insertion-sort-list,False,147,Insertion Sort List,2,对链表进行插入排序,147
lru-cache,False,146,LRU Cache,3,LRU缓存机制,146
binary-tree-postorder-traversal,False,145,Binary Tree Postorder Traversal,3,二叉树的后序遍历,145
binary-tree-preorder-traversal,False,144,Binary Tree Preorder Traversal,2,二叉树的前序遍历,144
reorder-list,False,143,Reorder List,2,重排链表,143
linked-list-cycle-ii,False,142,Linked List Cycle II,2,环形链表 II,142
linked-list-cycle,False,141,Linked List Cycle,1,环形链表,141
word-break-ii,False,140,Word Break II,3,单词拆分 II,140
word-break,False,139,Word Break,2,单词拆分,139
copy-list-with-random-pointer,False,138,Copy List with Random Pointer,2,复制带随机指针的链表,138
single-number-ii,False,137,Single Number II,2,只出现一次的数字 II,137
single-number,False,136,Single Number,1,只出现一次的数字,136
candy,False,135,Candy,3,分发糖果,135
gas-station,False,134,Gas Station,2,加油站,134
clone-graph,False,133,Clone Graph,2,克隆图,133
palindrome-partitioning-ii,False,132,Palindrome Partitioning II,3,分割回文串 II,132
palindrome-partitioning,False,131,Palindrome Partitioning,2,分割回文串,131
surrounded-regions,False,130,Surrounded Regions,2,被围绕的区域,130
sum-root-to-leaf-numbers,False,129,Sum Root to Leaf Numbers,2,求根到叶子节点数字之和,129
longest-consecutive-sequence,False,128,Longest Consecutive Sequence,3,最长连续序列,128
word-ladder,False,127,Word Ladder,2,单词接龙,127
word-ladder-ii,False,126,Word Ladder II,3,单词接龙 II,126
valid-palindrome,False,125,Valid Palindrome,1,验证回文串,125
binary-tree-maximum-path-sum,False,124,Binary Tree Maximum Path Sum,3,二叉树中的最大路径和,124
best-time-to-buy-and-sell-stock-iii,False,123,Best Time to Buy and Sell Stock III,3,买卖股票的最佳时机 III,123
best-time-to-buy-and-sell-stock-ii,False,122,Best Time to Buy and Sell Stock II,1,买卖股票的最佳时机 II,122
best-time-to-buy-and-sell-stock,False,121,Best Time to Buy and Sell Stock,1,买卖股票的最佳时机,121
triangle,False,120,Triangle,2,三角形最小路径和,120
pascals-triangle-ii,False,119,Pascal's Triangle II,1,杨辉三角 II,119
pascals-triangle,False,118,Pascal's Triangle,1,杨辉三角,118
populating-next-right-pointers-in-each-node-ii,False,117,Populating Next Right Pointers in Each Node II,2,填充同一层的兄弟节点 II,117
populating-next-right-pointers-in-each-node,False,116,Populating Next Right Pointers in Each Node,2,填充同一层的兄弟节点,116
distinct-subsequences,False,115,Distinct Subsequences,3,不同的子序列,115
flatten-binary-tree-to-linked-list,False,114,Flatten Binary Tree to Linked List,2,二叉树展开为链表,114
path-sum-ii,False,113,Path Sum II,2,路径总和 II,113
path-sum,False,112,Path Sum,1,路径总和,112
minimum-depth-of-binary-tree,False,111,Minimum Depth of Binary Tree,1,二叉树的最小深度,111
balanced-binary-tree,False,110,Balanced Binary Tree,1,平衡二叉树,110
convert-sorted-list-to-binary-search-tree,False,109,Convert Sorted List to Binary Search Tree,2,有序链表转换二叉搜索树,109
convert-sorted-array-to-binary-search-tree,False,108,Convert Sorted Array to Binary Search Tree,1,将有序数组转换为二叉搜索树,108
binary-tree-level-order-traversal-ii,False,107,Binary Tree Level Order Traversal II,1,二叉树的层次遍历 II,107
construct-binary-tree-from-inorder-and-postorder-traversal,False,106,Construct Binary Tree from Inorder and Postorder Traversal,2,从中序与后序遍历序列构造二叉树,106
construct-binary-tree-from-preorder-and-inorder-traversal,False,105,Construct Binary Tree from Preorder and Inorder Traversal,2,从前序与中序遍历序列构造二叉树,105
maximum-depth-of-binary-tree,False,104,Maximum Depth of Binary Tree,1,二叉树的最大深度,104
binary-tree-zigzag-level-order-traversal,False,103,Binary Tree Zigzag Level Order Traversal,2,二叉树的锯齿形层次遍历,103
binary-tree-level-order-traversal,False,102,Binary Tree Level Order Traversal,2,二叉树的层次遍历,102
symmetric-tree,False,101,Symmetric Tree,1,对称二叉树,101
same-tree,False,100,Same Tree,1,相同的树,100
recover-binary-search-tree,False,99,Recover Binary Search Tree,3,恢复二叉搜索树,99
validate-binary-search-tree,False,98,Validate Binary Search Tree,2,验证二叉搜索树,98
interleaving-string,False,97,Interleaving String,3,交错字符串,97
unique-binary-search-trees,False,96,Unique Binary Search Trees,2,不同的二叉搜索树,96
unique-binary-search-trees-ii,False,95,Unique Binary Search Trees II,2,不同的二叉搜索树 II,95
binary-tree-inorder-traversal,False,94,Binary Tree Inorder Traversal,2,二叉树的中序遍历,94
restore-ip-addresses,False,93,Restore IP Addresses,2,复原IP地址,93
reverse-linked-list-ii,False,92,Reverse Linked List II,2,反转链表 II,92
decode-ways,False,91,Decode Ways,2,解码方法,91
subsets-ii,False,90,Subsets II,2,子集 II,90
gray-code,False,89,Gray Code,2,格雷编码,89
merge-sorted-array,False,88,Merge Sorted Array,1,合并两个有序数组,88
scramble-string,False,87,Scramble String,3,扰乱字符串,87
partition-list,False,86,Partition List,2,分隔链表,86
maximal-rectangle,False,85,Maximal Rectangle,3,最大矩形,85
largest-rectangle-in-histogram,False,84,Largest Rectangle in Histogram,3,柱状图中最大的矩形,84
remove-duplicates-from-sorted-list,False,83,Remove Duplicates from Sorted List,1,删除排序链表中的重复元素,83
remove-duplicates-from-sorted-list-ii,False,82,Remove Duplicates from Sorted List II,2,删除排序链表中的重复元素 II,82
search-in-rotated-sorted-array-ii,False,81,Search in Rotated Sorted Array II,2,搜索旋转排序数组 II,81
remove-duplicates-from-sorted-array-ii,False,80,Remove Duplicates from Sorted Array II,2,删除排序数组中的重复项 II,80
word-search,False,79,Word Search,2,单词搜索,79
subsets,False,78,Subsets,2,子集,78
combinations,False,77,Combinations,2,组合,77
minimum-window-substring,False,76,Minimum Window Substring,3,最小覆盖子串,76
sort-colors,False,75,Sort Colors,2,分类颜色,75
search-a-2d-matrix,False,74,Search a 2D Matrix,2,搜索二维矩阵,74
set-matrix-zeroes,False,73,Set Matrix Zeroes,2,矩阵置零,73
edit-distance,False,72,Edit Distance,3,编辑距离,72
simplify-path,False,71,Simplify Path,2,简化路径,71
climbing-stairs,False,70,Climbing Stairs,1,爬楼梯,70
sqrtx,False,69,Sqrt(x),1,x 的平方根,69
text-justification,False,68,Text Justification,3,文本左右对齐,68
add-binary,False,67,Add Binary,1,二进制求和,67
plus-one,False,66,Plus One,1,加一,66
valid-number,False,65,Valid Number,3,有效数字,65
minimum-path-sum,False,64,Minimum Path Sum,2,最小路径和,64
unique-paths-ii,False,63,Unique Paths II,2,不同路径 II,63
unique-paths,False,62,Unique Paths,2,不同路径,62
rotate-list,False,61,Rotate List,2,旋转链表,61
permutation-sequence,False,60,Permutation Sequence,2,第k个排列,60
spiral-matrix-ii,False,59,Spiral Matrix II,2,螺旋矩阵 II,59
length-of-last-word,False,58,Length of Last Word,1,最后一个单词的长度,58
insert-interval,False,57,Insert Interval,3,插入区间,57
merge-intervals,False,56,Merge Intervals,2,合并区间,56
jump-game,False,55,Jump Game,2,跳跃游戏,55
spiral-matrix,False,54,Spiral Matrix,2,螺旋矩阵,54
maximum-subarray,False,53,Maximum Subarray,1,最大子序和,53
n-queens-ii,False,52,N-Queens II,3,N皇后 II,52
n-queens,False,51,N-Queens,3,N皇后,51
powx-n,False,50,"Pow(x, n)",2,"Pow(x, n)",50
group-anagrams,False,49,Group Anagrams,2,字母异位词分组,49
rotate-image,False,48,Rotate Image,2,旋转图像,48
permutations-ii,False,47,Permutations II,2,全排列 II,47
permutations,False,46,Permutations,2,全排列,46
jump-game-ii,False,45,Jump Game II,3,跳跃游戏 II,45
wildcard-matching,False,44,Wildcard Matching,3,通配符匹配,44
multiply-strings,False,43,Multiply Strings,2,字符串相乘,43
trapping-rain-water,False,42,Trapping Rain Water,3,接雨水,42
first-missing-positive,False,41,First Missing Positive,3,缺失的第一个正数,41
combination-sum-ii,False,40,Combination Sum II,2,组合总和 II,40
combination-sum,False,39,Combination Sum,2,组合总和,39
count-and-say,False,38,Count and Say,1,报数,38
sudoku-solver,False,37,Sudoku Solver,3,解数独,37
valid-sudoku,False,36,Valid Sudoku,2,有效的数独,36
search-insert-position,False,35,Search Insert Position,1,搜索插入位置,35
search-for-a-range,False,34,Search for a Range,2,搜索范围,34
search-in-rotated-sorted-array,False,33,Search in Rotated Sorted Array,2,搜索旋转排序数组,33
longest-valid-parentheses,False,32,Longest Valid Parentheses,3,最长有效括号,32
next-permutation,False,31,Next Permutation,2,下一个排列,31
substring-with-concatenation-of-all-words,False,30,Substring with Concatenation of All Words,3,与所有单词相关联的字串,30
divide-two-integers,False,29,Divide Two Integers,2,两数相除,29
implement-strstr,False,28,Implement strStr(),1,实现strStr(),28
remove-element,False,27,Remove Element,1,移除元素,27
remove-duplicates-from-sorted-array,False,26,Remove Duplicates from Sorted Array,1,删除排序数组中的重复项,26
reverse-nodes-in-k-group,False,25,Reverse Nodes in k-Group,3,k个一组翻转链表,25
swap-nodes-in-pairs,False,24,Swap Nodes in Pairs,2,两两交换链表中的节点,24
merge-k-sorted-lists,False,23,Merge k Sorted Lists,3,合并K个排序链表,23
generate-parentheses,False,22,Generate Parentheses,2,括号生成,22
merge-two-sorted-lists,False,21,Merge Two Sorted Lists,1,合并两个有序链表,21
valid-parentheses,False,20,Valid Parentheses,1,有效的括号,20
remove-nth-node-from-end-of-list,False,19,Remove Nth Node From End of List,2,删除链表的倒数第N个节点,19
4sum,False,18,4Sum,2,四数之和,18
letter-combinations-of-a-phone-number,False,17,Letter Combinations of a Phone Number,2,电话号码的字母组合,17
3sum-closest,False,16,3Sum Closest,2,最接近的三数之和,16
3sum,False,15,3Sum,2,三数之和,15
longest-common-prefix,False,14,Longest Common Prefix,1,最长公共前缀,14
roman-to-integer,False,13,Roman to Integer,1,罗马数字转整数,13
integer-to-roman,False,12,Integer to Roman,2,整数转罗马数字,12
container-with-most-water,False,11,Container With Most Water,2,盛最多水的容器,11
regular-expression-matching,False,10,Regular Expression Matching,3,正则表达式匹配,10
palindrome-number,False,9,Palindrome Number,1,回文数,9
string-to-integer-atoi,False,8,String to Integer (atoi),2,字符串转整数 (atoi),8
reverse-integer,False,7,Reverse Integer,1,反转整数,7
zigzag-conversion,False,6,ZigZag Conversion,2,Z字形变换,6
longest-palindromic-substring,False,5,Longest Palindromic Substring,2,最长回文子串,5
median-of-two-sorted-arrays,False,4,Median of Two Sorted Arrays,3,两个排序数组的中位数,4
longest-substring-without-repeating-characters,False,3,Longest Substring Without Repeating Characters,2,无重复字符的最长子串,3
add-two-numbers,False,2,Add Two Numbers,2,两数相加,2
two-sum,False,1,Two Sum,1,两数之和,1
